"No.","Time","Source","Destination","Protocol","Length","Info"
"55","0.056613","154.49.2.126","119.162.193.187","TCP","74","52086  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309390 TSecr=0 WS=128"
"56","0.060048","154.49.2.126","119.162.193.187","TCP","74","52087  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309391 TSecr=0 WS=128"
"57","0.060770","119.162.193.187","154.49.2.126","TCP","66","80  >  52083 [ACK] Seq=1 Ack=240 Win=17408 Len=0 TSval=37077119 TSecr=4309389"
"58","0.061458","119.162.193.187","154.49.2.126","TCP","74","80  >  52085 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=53043602 TSecr=4309389 WS=512"
"59","0.061486","154.49.2.126","119.162.193.187","TCP","66","52085  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309391 TSecr=53043602"
"60","0.061657","154.49.2.126","119.162.193.187","TCP","305","52085  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309391 TSecr=53043602 [TCP PDU reassembled in 5507]"
"61","0.061813","119.162.193.187","154.49.2.126","TCP","66","80  >  52084 [ACK] Seq=1 Ack=240 Win=30208 Len=0 TSval=210656828 TSecr=4309390"
"62","0.062036","154.49.2.126","119.162.193.187","TCP","74","52088  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309391 TSecr=0 WS=128"
"63","0.062353","119.162.193.187","154.49.2.126","TCP","74","80  >  52086 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=594057432 TSecr=4309390 WS=32"
"64","0.062387","154.49.2.126","119.162.193.187","TCP","66","52086  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309391 TSecr=594057432"
"65","0.062515","154.49.2.126","119.162.193.187","TCP","305","52086  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309391 TSecr=594057432 [TCP PDU reassembled in 5606]"
"66","0.062786","154.49.2.126","119.162.193.187","TCP","74","52089  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309391 TSecr=0 WS=128"
"67","0.065939","119.162.193.187","154.49.2.126","TCP","74","80  >  52087 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=209468050 TSecr=4309391 WS=512"
"68","0.066041","154.49.2.126","119.162.193.187","TCP","66","52087  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309392 TSecr=209468050"
"69","0.066281","154.49.2.126","119.162.193.187","TCP","305","52087  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309392 TSecr=209468050 [TCP PDU reassembled in 5701]"
"70","0.066934","119.162.193.187","154.49.2.126","TCP","66","80  >  52085 [ACK] Seq=1 Ack=240 Win=17408 Len=0 TSval=53043603 TSecr=4309391"
"71","0.067766","119.162.193.187","154.49.2.126","TCP","74","80  >  52088 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=53520924 TSecr=4309391 WS=512"
"72","0.067791","154.49.2.126","119.162.193.187","TCP","66","52088  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309393 TSecr=53520924"
"73","0.067941","154.49.2.126","119.162.193.187","TCP","305","52088  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309393 TSecr=53520924 [TCP PDU reassembled in 5508]"
"74","0.068061","119.162.193.187","154.49.2.126","TCP","66","80  >  52086 [ACK] Seq=1 Ack=240 Win=15712 Len=0 TSval=594057434 TSecr=4309391"
"75","0.068287","154.49.2.126","119.162.193.187","TCP","74","52091  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309393 TSecr=0 WS=128"
"76","0.068413","154.49.2.126","119.162.193.187","TCP","74","52090  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309393 TSecr=0 WS=128"
"77","0.068720","119.162.193.187","154.49.2.126","TCP","74","80  >  52089 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=210656830 TSecr=4309391 WS=512"
"78","0.068739","154.49.2.126","119.162.193.187","TCP","66","52089  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309393 TSecr=210656830"
"79","0.068864","154.49.2.126","119.162.193.187","TCP","304","52089  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=238 TSval=4309393 TSecr=210656830 [TCP PDU reassembled in 5607]"
"80","0.069179","154.49.2.126","119.162.193.187","TCP","74","52092  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309393 TSecr=0 WS=128"
"81","0.071874","119.162.193.187","154.49.2.126","TCP","66","80  >  52087 [ACK] Seq=1 Ack=240 Win=30208 Len=0 TSval=209468051 TSecr=4309392"
"82","0.073517","119.162.193.187","154.49.2.126","TCP","66","80  >  52088 [ACK] Seq=1 Ack=240 Win=17408 Len=0 TSval=53520925 TSecr=4309393"
"83","0.073728","119.162.193.187","154.49.2.126","TCP","74","80  >  52091 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=97820922 TSecr=4309393 WS=512"
"84","0.073764","154.49.2.126","119.162.193.187","TCP","66","52091  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309394 TSecr=97820922"
"85","0.073928","154.49.2.126","119.162.193.187","TCP","305","52091  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309394 TSecr=97820922 [TCP PDU reassembled in 5509]"
"86","0.074256","119.162.193.187","154.49.2.126","TCP","74","80  >  52090 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=54098952 TSecr=4309393 WS=512"
"87","0.074275","154.49.2.126","119.162.193.187","TCP","66","52090  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309394 TSecr=54098952"
"88","0.074318","119.162.193.187","154.49.2.126","TCP","66","80  >  52089 [ACK] Seq=1 Ack=239 Win=30208 Len=0 TSval=210656831 TSecr=4309393"
"89","0.074338","154.49.2.126","119.162.193.187","TCP","74","52093  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309394 TSecr=0 WS=128"
"90","0.074722","119.162.193.187","154.49.2.126","TCP","74","80  >  52092 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=53043605 TSecr=4309393 WS=512"
"91","0.074738","154.49.2.126","119.162.193.187","TCP","66","52092  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309394 TSecr=53043605"
"92","0.074879","154.49.2.126","119.162.193.187","TCP","305","52092  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309394 TSecr=53043605 [TCP PDU reassembled in 5608]"
"93","0.075227","154.49.2.126","119.162.193.187","TCP","74","52094  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309394 TSecr=0 WS=128"
"94","0.079051","119.162.193.187","154.49.2.126","TCP","66","80  >  52091 [ACK] Seq=1 Ack=240 Win=30208 Len=0 TSval=97820923 TSecr=4309394"
"95","0.079238","154.49.2.126","119.162.193.187","TCP","305","52090  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309395 TSecr=54098952 [TCP PDU reassembled in 5702]"
"96","0.079608","154.49.2.126","119.162.193.187","TCP","74","52095  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309395 TSecr=0 WS=128"
"97","0.080208","119.162.193.187","154.49.2.126","TCP","74","80  >  52093 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=216150127 TSecr=4309394 WS=512"
"98","0.080235","154.49.2.126","119.162.193.187","TCP","66","52093  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309396 TSecr=216150127"
"99","0.080240","119.162.193.187","154.49.2.126","TCP","66","80  >  52092 [ACK] Seq=1 Ack=240 Win=17408 Len=0 TSval=53043606 TSecr=4309394"
"100","0.080395","154.49.2.126","119.162.193.187","TCP","305","52093  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309396 TSecr=216150127 [TCP PDU reassembled in 5510]"
"101","0.080690","154.49.2.126","119.162.193.187","TCP","74","52096  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309396 TSecr=0 WS=128"
"102","0.081232","119.162.193.187","154.49.2.126","TCP","74","80  >  52094 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=53089368 TSecr=4309394 WS=512"
"103","0.081262","154.49.2.126","119.162.193.187","TCP","66","52094  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309396 TSecr=53089368"
"104","0.081407","154.49.2.126","119.162.193.187","TCP","303","52094  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=237 TSval=4309396 TSecr=53089368 [TCP PDU reassembled in 5609]"
"105","0.081681","154.49.2.126","119.162.193.187","TCP","74","52097  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309396 TSecr=0 WS=128"
"106","0.084750","119.162.193.187","154.49.2.126","TCP","66","80  >  52090 [ACK] Seq=1 Ack=240 Win=17408 Len=0 TSval=54098955 TSecr=4309395"
"107","0.085552","119.162.193.187","154.49.2.126","TCP","74","80  >  52095 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=198035658 TSecr=4309395 WS=512"
"108","0.085584","154.49.2.126","119.162.193.187","TCP","66","52095  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309397 TSecr=198035658"
"109","0.085763","154.49.2.126","119.162.193.187","TCP","305","52095  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309397 TSecr=198035658 [TCP PDU reassembled in 5703]"
"110","0.085858","119.162.193.187","154.49.2.126","TCP","66","80  >  52093 [ACK] Seq=1 Ack=240 Win=30208 Len=0 TSval=216150128 TSecr=4309396"
"111","0.086195","154.49.2.126","119.162.193.187","TCP","74","52098  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309397 TSecr=0 WS=128"
"112","0.086328","119.162.193.187","154.49.2.126","TCP","74","80  >  52096 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=207163687 TSecr=4309396 WS=512"
"113","0.086357","154.49.2.126","119.162.193.187","TCP","66","52096  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309397 TSecr=207163687"
"114","0.086538","154.49.2.126","119.162.193.187","TCP","305","52096  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309397 TSecr=207163687 [TCP PDU reassembled in 5511]"
"115","0.086729","154.49.2.126","119.162.193.187","TCP","74","52099  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309397 TSecr=0 WS=128"
"116","0.086937","119.162.193.187","154.49.2.126","TCP","66","80  >  52094 [ACK] Seq=1 Ack=238 Win=17408 Len=0 TSval=53089370 TSecr=4309396"
"117","0.087039","154.49.2.126","119.162.193.187","TCP","74","52100  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309397 TSecr=0 WS=128"
"118","0.087237","119.162.193.187","154.49.2.126","TCP","74","80  >  52097 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=53600075 TSecr=4309396 WS=512"
"119","0.087255","154.49.2.126","119.162.193.187","TCP","66","52097  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309397 TSecr=53600075"
"120","0.087479","154.49.2.126","119.162.193.187","TCP","305","52097  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309397 TSecr=53600075 [TCP PDU reassembled in 5610]"
"121","0.088288","154.49.2.126","119.162.193.187","TCP","74","52101  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309398 TSecr=0 WS=128"
"122","0.091307","119.162.193.187","154.49.2.126","TCP","66","80  >  52095 [ACK] Seq=1 Ack=240 Win=30208 Len=0 TSval=198035659 TSecr=4309397"
"123","0.091623","119.162.193.187","154.49.2.126","TCP","74","80  >  52098 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=594057440 TSecr=4309397 WS=32"
"124","0.091646","154.49.2.126","119.162.193.187","TCP","66","52098  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309398 TSecr=594057440"
"125","0.091817","154.49.2.126","119.162.193.187","TCP","305","52098  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309399 TSecr=594057440 [TCP PDU reassembled in 5704]"
"126","0.091930","119.162.193.187","154.49.2.126","TCP","66","80  >  52096 [ACK] Seq=1 Ack=240 Win=30208 Len=0 TSval=207163688 TSecr=4309397"
"127","0.092201","154.49.2.126","119.162.193.187","TCP","74","52102  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309399 TSecr=0 WS=128"
"128","0.092444","119.162.193.187","154.49.2.126","TCP","74","80  >  52099 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=53089371 TSecr=4309397 WS=512"
"129","0.092467","154.49.2.126","119.162.193.187","TCP","66","52099  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309399 TSecr=53089371"
"130","0.092602","154.49.2.126","119.162.193.187","TCP","305","52099  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309399 TSecr=53089371 [TCP PDU reassembled in 5801]"
"131","0.092725","119.162.193.187","154.49.2.126","TCP","74","80  >  52100 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=216150130 TSecr=4309397 WS=512"
"132","0.092746","154.49.2.126","119.162.193.187","TCP","66","52100  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309399 TSecr=216150130"
"133","0.092748","119.162.193.187","154.49.2.126","TCP","66","80  >  52097 [ACK] Seq=1 Ack=240 Win=17408 Len=0 TSval=53600076 TSecr=4309397"
"134","0.092883","154.49.2.126","119.162.193.187","TCP","304","52100  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=238 TSval=4309399 TSecr=216150130 [TCP PDU reassembled in 5512]"
"135","0.092929","154.49.2.126","119.162.193.187","TCP","74","52103  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309399 TSecr=0 WS=128"
"136","0.093159","154.49.2.126","119.162.193.187","TCP","74","52104  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309399 TSecr=0 WS=128"
"137","0.094097","119.162.193.187","154.49.2.126","TCP","74","80  >  52101 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=37077128 TSecr=4309398 WS=512"
"138","0.094121","154.49.2.126","119.162.193.187","TCP","66","52101  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309399 TSecr=37077128"
"139","0.094282","154.49.2.126","119.162.193.187","TCP","305","52101  >  80 [PSH, ACK] Seq=1 Ack=1 Win=28416 Len=239 TSval=4309399 TSecr=37077128 [TCP PDU reassembled in 5611]"
"140","0.094669","154.49.2.126","119.162.193.187","TCP","74","52105  >  80 [SYN] Seq=0 Win=28400 Len=0 MSS=1420 SACK_PERM TSval=4309399 TSecr=0 WS=128"
"141","0.097005","119.162.193.187","154.49.2.126","TCP","66","80  >  52098 [ACK] Seq=1 Ack=240 Win=15712 Len=0 TSval=594057441 TSecr=4309399"
"142","0.097885","119.162.193.187","154.49.2.126","TCP","74","80  >  52102 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=208906650 TSecr=4309399 WS=512"
"143","0.097910","154.49.2.126","119.162.193.187","TCP","66","52102  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309400 TSecr=208906650"
"144","0.098134","119.162.193.187","154.49.2.126","TCP","66","80  >  52099 [ACK] Seq=1 Ack=240 Win=17408 Len=0 TSval=53089373 TSecr=4309399"
"145","0.098398","119.162.193.187","154.49.2.126","TCP","66","80  >  52100 [ACK] Seq=1 Ack=239 Win=30208 Len=0 TSval=216150132 TSecr=4309399"
"146","0.098522","119.162.193.187","154.49.2.126","TCP","74","80  >  52103 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=210069976 TSecr=4309399 WS=512"
"147","0.098543","154.49.2.126","119.162.193.187","TCP","66","52103  >  80 [ACK] Seq=1 Ack=1 Win=28416 Len=0 TSval=4309400 TSecr=210069976"
"148","0.098638","119.162.193.187","154.49.2.126","TCP","74","80  >  52104 [SYN, ACK] Seq=0 Ack=1 Win=15928 Len=0 MSS=1460 SACK_PERM TSval=53043611 TSecr=4309399 WS=512"
