"No.","Time","Source","Destination","Protocol","Length","Info"
"10018","375.085629662","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=d90bfc3231755645"
"10019","375.090467099","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","64:ff9b::23bc:2a0f","TCP","86","55594  >  443 [ACK] Seq=644 Ack=4253 Win=64256 Len=0 TSval=2410154720 TSecr=2582942168"
"10020","375.094060072","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","89","Protected Payload (KP0)"
"10021","375.096441446","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=d90bfc3231755645"
"10022","375.098508163","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","603","[TCP Retransmission] 49276  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64384 Len=517 TSval=3757483022 TSecr=3770249656"
"10023","375.106711558","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=d90bfc3231755645"
"10024","375.107907390","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:0:524d::","QUIC","94","Protected Payload (KP0), DCID=da1069176167be76"
"10025","375.116696488","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=d90bfc3231755645"
"10026","375.117279666","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","93","Protected Payload (KP0)"
"10027","375.122423048","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","603","[TCP Retransmission] 49270  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64384 Len=517 TSval=3757483046 TSecr=3238951919"
"10028","375.126848859","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Protected Payload (KP0), DCID=d90bfc3231755645"
"10029","375.134829524","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"10030","375.137277500","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1010","Protected Payload (KP0), DCID=d90bfc3231755645"
"10031","375.157994378","2600:1901:1:b05::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","638","[TCP Spurious Retransmission] 443  >  60888 [PSH, ACK] Seq=4066 Ack=1505 Win=68608 Len=552 TSval=2547991816 TSecr=2957359668"
"10032","375.158040839","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:b05::","TCP","98","[TCP Dup ACK 10006#1] 60888  >  443 [ACK] Seq=1548 Ack=4618 Win=64256 Len=0 TSval=2957360593 TSecr=2547991816 SLE=4066 SRE=4618"
"10033","375.160780881","192.168.239.25","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"10034","375.160815314","fe80::51d3:b2a2:ee86:8fe3","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"10035","375.160824189","fe80::51d3:b2a2:ee86:8fe3","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"10036","375.160832189","fe80::51d3:b2a2:ee86:8fe3","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"10037","375.162562715","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","115","Protected Payload (KP0)"
"10038","375.162563600","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","212","Protected Payload (KP0)"
"10039","375.163041047","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","103","Protected Payload (KP0), DCID=d90bfc3231755645"
"10040","375.189089311","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","97","Protected Payload (KP0), DCID=d90bfc3231755645"
"10041","375.209952321","2600:1901:1:b05::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","98","[TCP Dup ACK 9952#1] 443  >  60888 [ACK] Seq=4618 Ack=1505 Win=68608 Len=0 TSval=2547991871 TSecr=2957360242 SLE=582 SRE=1505"
"10042","375.237731841","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  49276 [ACK] Seq=1 Ack=518 Win=143872 Len=0 TSval=3770250046 TSecr=3757482771"
"10043","375.239138258","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Server Hello"
"10044","375.239188652","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","49276  >  443 [ACK] Seq=518 Ack=1289 Win=63104 Len=0 TSval=3757483163 TSecr=3770250047"
"10045","375.239229694","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","1374","443  >  49276 [PSH, ACK] Seq=1289 Ack=518 Win=143872 Len=1288 TSval=3770250047 TSecr=3757482771 [TCP segment of a reassembled PDU]"
"10046","375.239239760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","49276  >  443 [ACK] Seq=518 Ack=2577 Win=61824 Len=0 TSval=3757483163 TSecr=3770250047"
"10047","375.242607612","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1320","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"10048","375.242747927","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","49276  >  443 [ACK] Seq=518 Ack=3811 Win=63104 Len=0 TSval=3757483166 TSecr=3770250047"
"10049","375.247989026","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TLSv1.2","179","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"10050","375.248262970","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TLSv1.2","777","Application Data"
"10051","375.252101372","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","87","Protected Payload (KP0)"
"10052","375.258622514","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  49270 [ACK] Seq=1 Ack=518 Win=143872 Len=0 TSval=3238952325 TSecr=3757482782"
"10053","375.260170033","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1374","Server Hello"
"10054","375.260205381","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","49270  >  443 [ACK] Seq=518 Ack=1289 Win=63104 Len=0 TSval=3757483184 TSecr=3238952327"
"10055","375.260552534","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","1374","443  >  49270 [PSH, ACK] Seq=1289 Ack=518 Win=143872 Len=1288 TSval=3238952327 TSecr=3757482782 [TCP segment of a reassembled PDU]"
"10056","375.260582954","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","49270  >  443 [ACK] Seq=518 Ack=2577 Win=61824 Len=0 TSval=3757483184 TSecr=3238952327"
"10057","375.262234640","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.2","1320","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"10058","375.262243669","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TCP","86","49270  >  443 [ACK] Seq=518 Ack=3811 Win=63104 Len=0 TSval=3757483186 TSecr=3238952327"
"10059","375.263735157","64:ff9b::23bc:2a0f","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","98","[TCP Dup ACK 9994#1] 443  >  55604 [ACK] Seq=4253 Ack=644 Win=16640 Len=0 TSval=2582942227 TSecr=2410154112 SLE=518 SRE=644"
"10060","375.267257338","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TLSv1.2","179","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"10061","375.267610974","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2a04:4e42:25::760","TLSv1.2","789","Application Data"
"10062","375.272055776","64:ff9b::23bc:2a0f","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","98","[TCP Dup ACK 9998#1] 443  >  55594 [ACK] Seq=4253 Ack=644 Win=16640 Len=0 TSval=2582942226 TSecr=2410154080 SLE=518 SRE=644"
"10063","375.282821463","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"10064","375.289450771","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","94","Protected Payload (KP0)"
"10065","375.292216577","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","87","Protected Payload (KP0)"
"10066","375.292218955","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"10067","375.292218972","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","94","Protected Payload (KP0)"
"10068","375.307350019","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","94","Protected Payload (KP0)"
"10069","375.307432611","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"10070","375.314472391","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2606:4700:9c61:a18:c6c6:496:72a1:ef17","TCP","144","[TCP Retransmission] 33540  >  443 [PSH, ACK] Seq=2040 Ack=2892 Win=502 Len=58 TSval=879424720 TSecr=114603003"
"10071","375.314934222","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=d90bfc3231755645"
"10072","375.329070885","2606:4700:9c61:a18:c6c6:496:72a1:ef17","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  33540 [ACK] Seq=2892 Ack=2098 Win=7 Len=0 TSval=114603397 TSecr=879424337"
"10073","375.342196805","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"10074","375.372348454","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","99","Protected Payload (KP0)"
"10075","375.372411069","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","256","Protected Payload (KP0)"
"10076","375.372411280","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","99","Protected Payload (KP0)"
"10077","375.372411345","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","267","Protected Payload (KP0)"
"10078","375.372656871","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","102","Protected Payload (KP0), DCID=d90bfc3231755645"
"10079","375.372803310","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","102","Protected Payload (KP0), DCID=d90bfc3231755645"
"10080","375.373646806","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","101","Protected Payload (KP0)"
"10081","375.374740041","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","133","Protected Payload (KP0)"
"10082","375.377319590","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","102","Protected Payload (KP0), DCID=d90bfc3231755645"
"10083","375.403504399","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=d90bfc3231755645"
"10084","375.423370824","192.168.239.67","192.168.239.25","DNS","101","Standard query response 0xcc9e A www.googletagservices.com A 142.250.196.66"
"10085","375.428154036","192.168.239.67","192.168.239.25","DNS","113","Standard query response 0x0042 AAAA www.googletagservices.com AAAA 2404:6800:4002:809::2002"
"10086","375.431094004","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:809::2002","QUIC","1292","Initial, DCID=793f21a94b80d410, PKN: 1, PING, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, PING, PADDING, CRYPTO"
"10087","375.434599682","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"10088","375.472446815","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","88","Protected Payload (KP0)"
"10089","375.497665981","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","95","Protected Payload (KP0)"
"10090","375.511703465","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:809::2002","TCP","94","33856  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=948258420 TSecr=0 WS=128"
"10091","375.522945139","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=d90bfc3231755645"
"10092","375.542223364","192.168.239.67","192.168.239.25","DNS","139","Standard query response 0xd535 A gae2-spclient.spotify.com CNAME edge-web-gae2.dual-gslb.spotify.com A 35.186.224.13"
"10093","375.547401418","192.168.239.67","192.168.239.25","DNS","151","Standard query response 0x4629 AAAA gae2-spclient.spotify.com CNAME edge-web-gae2.dual-gslb.spotify.com AAAA 2600:1901:1:916::"
"10094","375.547506462","192.168.239.67","192.168.239.25","DNS","158","Standard query response 0xe8d0 A api-partner.spotify.com CNAME partners.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com A 35.186.224.25"
"10095","375.547523369","192.168.239.67","192.168.239.25","DNS","170","Standard query response 0x78e4 AAAA api-partner.spotify.com CNAME partners.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com AAAA 2600:1901:1:c36::"
"10096","375.549138685","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","QUIC","1292","Initial, DCID=3c715073717a24a2, PKN: 1, PING, PADDING, PING, PING, PING, PADDING, PING, CRYPTO, PADDING, PING, PING, PING, PING, CRYPTO, PADDING"
"10097","375.549693261","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","1292","Initial, DCID=3e6d1bf23f6df018, PKN: 1, PADDING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING"
"10098","375.552154344","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","94","Protected Payload (KP0)"
"10099","375.554502622","2600:1901:1:b05::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  60888 [ACK] Seq=4618 Ack=1548 Win=68608 Len=0 TSval=2547992215 TSecr=2957360507"
"10100","375.562336352","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","97","Protected Payload (KP0)"
"10101","375.562336622","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","97","Protected Payload (KP0)"
"10102","375.562761592","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","93","Protected Payload (KP0), DCID=eebeed2a9910317d"
"10103","375.578215351","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=d90bfc3231755645"
"10104","375.588196107","2404:6800:4002:809::2002","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","94","443  >  33856 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM=1 TSval=1924741530 TSecr=948258420 WS=256"
"10105","375.588265361","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:809::2002","TCP","86","33856  >  443 [ACK] Seq=1 Ack=1 Win=64384 Len=0 TSval=948258497 TSecr=1924741530"
"10106","375.588989217","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:809::2002","TLSv1.3","603","Client Hello"
"10107","375.590328912","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2404:6800:4002:809::2002","QUIC","1292","Initial, DCID=793f21a94b80d410, PKN: 3, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"10108","375.609639167","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","126","Protected Payload (KP0)"
"10109","375.609718683","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1287","Protected Payload (KP0)"
"10110","375.610438393","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","102","Protected Payload (KP0), DCID=d90bfc3231755645"
"10111","375.614035393","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10112","375.615564075","2600:1901:0:524d::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","86","Protected Payload (KP0)"
"10113","375.618514467","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10114","375.622699285","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10115","375.628039187","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10116","375.628989532","2600:1901:1:b05::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TLSv1.3","126","Application Data"
"10117","375.629133028","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:b05::","TCP","86","60888  >  443 [ACK] Seq=1548 Ack=4658 Win=64256 Len=0 TSval=2957361064 TSecr=2547992290"
"10118","375.630017360","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10119","375.633656469","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10120","375.634203071","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","339","Protected Payload (KP0)"
"10121","375.634430519","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","97","Protected Payload (KP0), DCID=eebeed2a9910317d"
"10122","375.637051744","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=d90bfc3231755645"
"10123","375.637416256","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","246","Protected Payload (KP0), DCID=eebeed2a9910317d"
"10124","375.639087750","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10125","375.639201088","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","293","Protected Payload (KP0)"
"10126","375.639562154","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","97","Protected Payload (KP0), DCID=eebeed2a9910317d"
"10127","375.642101172","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10128","375.644144490","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","151","Protected Payload (KP0), DCID=eebeed2a9910317d"
"10129","375.647773803","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10130","375.648395338","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10131","375.650220509","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:916::","TCP","94","56570  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=3836075663 TSecr=0 WS=128"
"10132","375.652242124","2a04:4e42:25::760","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","98","[TCP Dup ACK 10042#1] 443  >  49276 [ACK] Seq=3811 Ack=518 Win=143872 Len=0 TSval=3770250460 TSecr=3757483166 SLE=1 SRE=518"
"10133","375.652932389","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10134","375.657795807","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10135","375.659371118","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10136","375.664104512","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10137","375.664600614","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","95","Protected Payload (KP0), DCID=d90bfc3231755645"
"10138","375.667761947","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10139","375.672025192","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10140","375.678508101","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","TCP","94","42764  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 SACK_PERM=1 TSval=1569054126 TSecr=0 WS=128"
"10141","375.683968100","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10142","375.684602001","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10143","375.685150908","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10144","375.693638211","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","96","Protected Payload (KP0), DCID=d90bfc3231755645"
"10145","375.693878563","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10146","375.693971782","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10147","375.694247819","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","2600:1901:1:c36::","QUIC","102","Protected Payload (KP0), DCID=d90bfc3231755645"
"10148","375.694615502","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10149","375.707884995","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10150","375.709669959","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10151","375.714304654","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10152","375.714305344","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10153","375.715024986","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10154","375.717690914","2600:1901:1:c36::","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","QUIC","1292","Protected Payload (KP0)"
"10155","375.718527857","64:ff9b::23bc:2a0f","2409:40f4:100b:c1b6:b9fb:3ec3:5675:a236","TCP","86","443  >  55604 [ACK] Seq=4253 Ack=1869 Win=19456 Len=0 TSval=2582942340 TSecr=2410154659"
